gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,firstPick,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,damagetotowers,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,2,Blue,jng,Elix1r,oe:player:95b751706961250780ec3a0a64d14d5,Axolotl,oe:team:e7121adad88546bce0ff2cc41c2d343,1,Nocturne,Zoe,Jarvan IV,Sion,Dr. Mundo,Malphite,,,,,,1829,0,3,5,2,8,23,0,0,0,0,0,0,0,0,0.2624,1.0169,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,9205,301.9683,0.116812,803.2258,801.0279,1376,5,0.1640,4,0.1312,3,26,0.8529,10981,6974,228.7808,0.205577,9575,,,193,16,177,,,6.3313,3992,3880,74,4273,4212,79,-281,-332,-5,2,0,1,2,2,0,6517,6681,113,6715,7573,133,-198,-892,-20,3,1,2,4,2,0,8245,8842,148,8430,10097,173,-185,-1255,-25,3,2,2,4,2,1,9742,10948,177,11003,13516,208,-1261,-2568,-31,3,2,3,6,4,1
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,3,Blue,mid,Shack,oe:player:c15d2ad445223acab83deffd548e4e0,Axolotl,oe:team:e7121adad88546bce0ff2cc41c2d343,1,Orianna,Zoe,Jarvan IV,Sion,Dr. Mundo,Malphite,,,,,,1829,0,0,4,4,8,23,0,0,0,0,0,0,0,0,0.2624,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,16747,549.3822,0.21252,523.0727,428.2012,1825,9,0.2952,8,0.2624,2,41,1.3450,10543,6536,214.4122,0.192666,9800,,,271,267,4,,,8.8901,3256,4923,88,3561,5080,90,-305,-157,-2,0,1,1,0,4,1,5303,7700,140,5760,8152,142,-457,-452,-2,0,2,1,1,6,2,6822,10058,181,7279,10812,187,-457,-754,-6,0,3,1,1,6,2,8616,12092,226,9265,13616,216,-649,-1524,10,0,4,2,2,9,2
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,4,Blue,bot,Padawii,oe:player:92d72eced2158938cc6c5615838a432,Axolotl,oe:team:e7121adad88546bce0ff2cc41c2d343,1,Ziggs,Zoe,Jarvan IV,Sion,Dr. Mundo,Malphite,,,,,,1829,0,0,5,1,8,23,0,0,0,0,0,0,0,0,0.2624,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,23413,768.0590,0.297112,463.3352,233.0782,7984,17,0.5577,5,0.1640,6,41,1.3450,10574,6567,215.4292,0.19358,9500,,,250,249,1,,,8.2012,3188,4190,79,3461,4229,101,-273,-39,-22,0,0,0,0,0,0,5023,6239,119,5758,7079,161,-735,-840,-42,0,0,2,0,1,0,7043,8702,166,7837,9963,223,-794,-1261,-57,0,1,2,0,1,0,8796,10742,212,10834,13099,276,-2038,-2357,-64,0,1,3,1,5,0
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,5,Blue,sup,Tigrot,oe:player:f62515559d817cb05f979bfdf640cfe,Axolotl,oe:team:e7121adad88546bce0ff2cc41c2d343,1,Alistar,Zoe,Jarvan IV,Sion,Dr. Mundo,Malphite,,,,,,1829,0,0,4,3,8,23,0,0,0,0,0,0,0,0,0.2624,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,1779,58.3598,0.0225756,497.9442,547.5451,0,56,1.8371,15,0.4921,9,120,3.9366,7077,3070,100.7108,0.0905003,6440,,,29,29,0,,,0.9513,2196,1777,8,2475,2462,10,-279,-685,-2,0,2,1,0,4,0,3516,3369,15,3717,3191,18,-201,178,-3,0,3,2,0,5,1,4667,4079,23,4795,4274,25,-128,-195,-2,0,3,2,0,5,1,5786,4716,26,6018,6206,29,-232,-1490,-3,0,3,3,0,5,2
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,6,Red,top,Sveglia,oe:player:fa7c974b496e3c280ad0e97431bb4cb,P11 Esports,oe:team:51815048971b363597530c6d350a27f,0,K'Sante,Sylas,Gwen,Urgot,Aatrox,Gnar,,,,,,1829,1,5,3,6,23,8,0,0,0,0,1,1,0,0,0.7545,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,18001,590.5194,0.227228,867.7201,1446.4625,8427,17,0.5577,4,0.1312,1,42,1.3778,10416,6409,210.2460,0.161988,10025,,,161,154,7,,,5.2816,3744,4446,48,3465,4574,78,279,-128,-30,3,0,1,0,2,2,5236,7412,80,6604,9041,131,-1368,-1629,-51,4,1,3,3,2,2,6795,10014,118,9185,11815,170,-2390,-1801,-52,4,1,3,4,2,2,8671,13227,142,11754,14936,225,-3083,-1709,-83,5,3,3,5,2,3
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,7,Red,jng,Izo,oe:player:f80f443cd63aa14f81ffb468c7ac12d,P11 Esports,oe:team:51815048971b363597530c6d350a27f,0,Wukong,Sylas,Gwen,Urgot,Aatrox,Gnar,,,,,,1829,1,9,1,8,23,8,3,0,0,0,0,0,0,0,0.7545,1.0169,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,20399,669.1853,0.257498,1158.9612,1360.7108,9959,10,0.3280,6,0.1968,8,36,1.1810,14306,10299,337.8568,0.260304,13133,,,230,36,194,,,7.5451,4273,4212,79,3992,3880,74,281,332,5,2,2,0,2,0,1,6715,7573,133,6517,6681,113,198,892,20,4,2,0,3,1,2,8430,10097,173,8245,8842,148,185,1255,25,4,2,1,3,2,2,11003,13516,208,9742,10948,177,1261,2568,31,6,4,1,3,2,3
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,8,Red,mid,Xen0gan,oe:player:8143be9a534c52a80c338e924742f09,P11 Esports,oe:team:51815048971b363597530c6d350a27f,0,Galio,Sylas,Gwen,Urgot,Aatrox,Gnar,,,,,,1829,1,5,2,13,23,8,0,0,0,0,0,0,0,0,0.7545,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,18709,613.7452,0.236165,734.6966,1458.6331,3715,17,0.5577,1,0.0328,5,24,0.7873,12901,8894,291.7660,0.224794,12225,,,261,261,0,,,8.5621,3561,5080,90,3256,4923,88,305,157,2,0,4,1,0,1,1,5760,8152,142,5303,7700,140,457,452,2,1,6,2,0,2,1,7279,10812,187,6822,10058,181,457,754,6,1,6,2,0,3,1,9265,13616,216,8616,12092,226,649,1524,-10,2,9,2,0,4,2
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,9,Red,bot,Showman,oe:player:82fa2a45f6376819ba1adc1e9a9549f,P11 Esports,oe:team:51815048971b363597530c6d350a27f,0,Sivir,Sylas,Gwen,Urgot,Aatrox,Gnar,,,,,,1829,1,3,0,9,23,8,0,0,0,0,0,0,0,0,0.7545,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13337,437.5178,0.168354,307.1186,298.0645,5350,13,0.4265,6,0.1968,1,32,1.0498,13929,9922,325.4893,0.250776,12675,,,307,303,4,,,10.0711,3461,4229,101,3188,4190,79,273,39,22,0,0,0,0,0,0,5758,7079,161,5023,6239,119,735,840,42,0,1,0,0,0,2,7837,9963,223,7043,8702,166,794,1261,57,0,1,0,0,1,2,10834,13099,276,8796,10742,212,2038,2357,64,1,5,0,0,1,3
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,10,Red,sup,downfall,oe:player:6373f9174e6e3dcf8988b672ac283c0,P11 Esports,oe:team:51815048971b363597530c6d350a27f,0,Neeko,Sylas,Gwen,Urgot,Aatrox,Gnar,,,,,,1829,1,1,2,9,23,8,0,0,0,0,0,0,0,0,0.7545,1.0169,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,8774,287.8294,0.110755,354.8824,209.9836,1465,47,1.5418,16,0.5249,8,122,4.0022,8048,4041,132.5642,0.102139,7870,,,31,31,0,,,1.0169,2475,2462,10,2196,1777,8,279,685,2,0,4,0,0,2,1,3717,3191,18,3516,3369,15,201,-178,3,0,5,1,0,3,2,4795,4274,25,4667,4079,23,128,195,2,0,5,1,0,3,2,6018,6206,29,5786,4716,26,232,1490,3,0,5,2,0,3,3
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,100,Blue,team,,,Axolotl,oe:team:e7121adad88546bce0ff2cc41c2d343,1,,Zoe,Jarvan IV,Sion,Dr. Mundo,Malphite,Ziggs,Orianna,Nocturne,Ambessa,Alistar,1829,0,8,23,12,8,23,0,0,0,0,0,,,,0.2624,1.0169,0,0,4,0,4,0,0,0,0,0,0,,0,0,1,1,0,1,2,0,0,1,0,0,1,5,7,1,1,32,30,0,1,78802,2585.0847,,3275.5932,3745.3909,30180,98,3.2149,36,1.1810,20,254,8.3324,53959,33925,1112.9032,,49165,-0.128705,-0.52,,820,182,,,32.8704,16097,19344,327,17514,20429,328,-1417,-1085,-1,2,5,5,5,10,2,26963,33030,518,27186,33407,534,-223,-377,-16,6,8,9,9,15,6,35962,43496,688,35136,45160,726,826,-1664,-38,7,11,9,9,15,7,44694,53434,866,45791,59664,871,-1097,-6230,-5,8,12,14,14,26,8
LOLTMNT05_171043,complete,,LIT,2026,Winter,0,2026-01-08 18:51:06,1,16.01,200,Red,team,,,P11 Esports,oe:team:51815048971b363597530c6d350a27f,0,,Sylas,Gwen,Urgot,Aatrox,Gnar,Wukong,Sivir,Galio,K'Sante,Neeko,1829,1,23,8,45,23,8,3,0,0,0,1,,,,0.7545,1.0169,1,4,0,4,0,0,2,1,0,1,0,,0,0,0,0,1,2,1,1,1,0,0,0,0,7,5,0,0,30,32,1,0,79220,2598.7972,,3423.3789,4773.8546,28916,104,3.4117,33,1.0826,23,256,8.3980,59600,39566,1297.9552,,55928,0.128705,0.52,,785,205,,,32.4768,17514,20429,328,16097,19344,327,1417,1085,1,5,10,2,2,5,5,27186,33407,534,26963,33030,518,223,377,16,9,15,6,6,8,9,35136,45160,726,35962,43496,688,-826,1664,38,9,15,7,7,11,9,45791,59664,871,44694,53434,866,1097,6230,5,14,26,8,8,12,14
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,1,Blue,top,The Mountain,oe:player:0e94a953ebc2e75ab1d22879fcb8d72,Colossal Gaming,oe:team:35d740411d9f9072f939b1faf33a6e2,1,Cho'Gath,Ambessa,Zaahen,Aatrox,Neeko,Nautilus,,,,,,2336,1,2,3,8,18,7,0,0,0,0,0,0,0,0,0.4623,0.6421,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13925,357.6627,0.106005,1069.4435,1589.6661,133,8,0.2055,3,0.0771,3,28,0.7192,12293,7252,186.2671,0.141419,11275,,,261,251,10,,,6.7038,3382,5057,95,3784,5534,105,-402,-477,-10,0,0,0,0,0,0,4940,8757,144,5267,8790,152,-327,-33,-8,0,0,0,0,0,0,6460,11794,191,7478,12560,195,-1018,-766,-4,0,0,1,1,1,0,8021,13822,214,9329,14756,229,-1308,-934,-15,1,2,1,1,1,0
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,2,Blue,jng,Fragola,oe:player:dd685a824d4a506a952a6a8a90e0a81,Colossal Gaming,oe:team:35d740411d9f9072f939b1faf33a6e2,1,Jayce,Ambessa,Zaahen,Aatrox,Neeko,Nautilus,,,,,,2336,1,2,1,11,18,7,0,0,0,0,0,0,0,0,0.4623,0.6421,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,40869,1049.7175,0.311117,628.0479,462.4572,7960,13,0.3339,24,0.6164,11,88,2.2603,16572,11531,296.1729,0.224864,15225,,,279,49,230,,,7.1661,3571,4133,78,3406,4049,76,165,84,2,0,1,0,0,0,1,5493,6666,120,4972,6204,113,521,462,7,0,1,0,0,0,1,7391,8707,153,6788,9059,158,603,-352,-5,0,2,1,0,0,2,9821,11442,191,8370,10895,179,1451,547,12,1,4,1,0,0,3
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,3,Blue,mid,Bisgaard,oe:player:75807d72812187f72c5892bf7ab25a9,Colossal Gaming,oe:team:35d740411d9f9072f939b1faf33a6e2,1,Akali,Ambessa,Zaahen,Aatrox,Neeko,Nautilus,,,,,,2336,1,5,0,9,18,7,1,0,0,0,1,0,1,0,0.4623,0.6421,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,25878,664.6747,0.196998,769.3151,495.6678,20789,9,0.2312,4,0.1027,4,40,1.0274,16746,11705,300.6421,0.228257,13200,,,282,278,4,,,7.2432,3786,5533,93,3323,5038,90,463,495,3,1,1,0,0,0,1,5820,8339,148,5234,7797,144,586,542,4,1,1,0,0,0,1,8256,11034,197,6937,9825,178,1319,1209,19,1,2,0,0,1,1,9918,13224,221,8520,11301,208,1398,1923,13,2,4,0,0,1,3
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,4,Blue,bot,PiskHello,oe:player:8f41a11e71632780d1b132b388ef2a5,Colossal Gaming,oe:team:35d740411d9f9072f939b1faf33a6e2,1,Corki,Ambessa,Zaahen,Aatrox,Neeko,Nautilus,,,,,,2336,1,8,1,7,18,7,1,0,0,0,1,1,0,0,0.4623,0.6421,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,2,0,42765,1098.4161,0.325551,602.7997,427.9366,10360,16,0.4110,15,0.3853,2,47,1.2072,20412,15371,394.8031,0.299747,17433,,,427,406,21,,,10.9675,4036,3781,96,3344,4002,86,692,-221,10,1,1,0,0,0,0,6375,6495,165,5360,6306,140,1015,189,25,1,1,0,0,0,0,8614,8841,215,8375,9046,201,239,-205,14,2,1,0,2,0,0,10833,11377,272,10454,11442,262,379,-65,10,2,3,0,2,0,0
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,5,Blue,sup,Centu,oe:player:0ff3d05047e5a7d2838bd6cb11fe7a1,Colossal Gaming,oe:team:35d740411d9f9072f939b1faf33a6e2,1,Leona,Ambessa,Zaahen,Aatrox,Neeko,Nautilus,,,,,,2336,1,1,2,15,18,7,0,0,0,0,1,0,1,0,0.4623,0.6421,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,7925,203.5531,0.0603295,752.0805,1113.8784,216,79,2.0291,23,0.5908,11,186,4.7774,10462,5421,139.2380,0.105713,9585,,,42,42,0,,,1.0788,2505,2925,17,2392,2392,12,113,533,5,0,2,0,0,0,0,3658,3599,24,3516,3532,20,142,67,4,0,2,0,0,0,0,4883,5115,31,4784,5046,27,99,69,4,0,3,1,0,2,0,6389,6922,34,5856,5371,31,533,1551,3,1,5,1,0,2,1
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,6,Red,top,APP,oe:player:0bdbb2c325525e986d55ef50ca66d05,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,0,K'Sante,Sion,Ornn,Kai'Sa,Syndra,Aurora,,,,,,2336,0,1,5,3,7,18,0,0,0,0,0,0,0,0,0.1798,0.6421,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,18665,479.4092,0.156088,1073.2192,1809.5034,9380,10,0.2568,3,0.0771,4,39,1.0017,12600,7559,194.1524,0.179792,12400,,,272,272,0,,,6.9863,3784,5534,105,3382,5057,95,402,477,10,0,0,0,0,0,0,5267,8790,152,4940,8757,144,327,33,8,0,0,0,0,0,0,7478,12560,195,6460,11794,191,1018,766,4,1,1,0,0,0,1,9329,14756,229,8021,13822,214,1308,934,15,1,1,0,1,2,1
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,7,Red,jng,adi1,oe:player:6b7ca7e0fcad1f113f17bc2d30adbf5,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,0,Xin Zhao,Sion,Ornn,Kai'Sa,Syndra,Aurora,,,,,,2336,0,2,5,1,7,18,0,0,0,0,0,0,0,0,0.1798,0.6421,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,18973,487.3202,0.158664,1153.5873,991.1558,1043,11,0.2825,11,0.2825,7,56,1.4384,13916,8875,227.9538,0.211093,12425,,,251,38,213,,,6.4469,3406,4049,76,3571,4133,78,-165,-84,-2,0,0,1,0,1,0,4972,6204,113,5493,6666,120,-521,-462,-7,0,0,1,0,1,0,6788,9059,158,7391,8707,153,-603,352,5,0,0,2,0,2,1,8370,10895,179,9821,11442,191,-1451,-547,-12,0,0,3,1,4,1
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,8,Red,mid,Vigil,oe:player:c08f75d1d70bf068013b32f60fe96a5,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,0,Orianna,Sion,Ornn,Kai'Sa,Syndra,Aurora,,,,,,2336,0,2,3,3,7,18,0,0,0,0,0,0,0,1,0.1798,0.6421,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,32842,843.5445,0.274645,546.1644,399.6318,4024,14,0.3596,6,0.1541,2,37,0.9503,14970,9929,255.0257,0.236163,15100,,,312,308,4,,,8.0137,3323,5038,90,3786,5533,93,-463,-495,-3,0,0,1,1,1,0,5234,7797,144,5820,8339,148,-586,-542,-4,0,0,1,1,1,0,6937,9825,178,8256,11034,197,-1319,-1209,-19,0,1,1,1,2,0,8520,11301,208,9918,13224,221,-1398,-1923,-13,0,1,3,2,4,0
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,9,Red,bot,Tyrone,oe:player:34dd70244ef257a4b5f7df18076132b,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,0,Yunara,Sion,Ornn,Kai'Sa,Syndra,Aurora,,,,,,2336,0,2,2,3,7,18,0,0,0,0,0,0,0,0,0.1798,0.6421,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,2,36397,934.8545,0.304374,465.3082,173.4247,4386,14,0.3596,13,0.3339,3,44,1.1301,16604,11563,296.9949,0.275028,16275,,,407,391,16,,,10.4538,3344,4002,86,4036,3781,96,-692,221,-10,0,0,0,1,1,0,5360,6306,140,6375,6495,165,-1015,-189,-25,0,0,0,1,1,0,8375,9046,201,8614,8841,215,-239,205,-14,2,0,0,2,1,0,10454,11442,262,10833,11377,272,-379,65,-10,2,0,0,2,3,0
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,10,Red,sup,Click,oe:player:1e249a5688255bde7f7213b5d257b3c,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,0,Poppy,Sion,Ornn,Kai'Sa,Syndra,Aurora,,,,,,2336,0,0,3,6,7,18,0,0,0,0,0,0,0,0,0.1798,0.6421,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,12703,326.2757,0.10623,750.8990,604.8801,1603,84,2.1575,23,0.5908,13,177,4.5462,9158,4117,105.7449,0.0979231,8930,,,42,42,0,,,1.0788,2392,2392,12,2505,2925,17,-113,-533,-5,0,0,0,0,2,0,3516,3532,20,3658,3599,24,-142,-67,-4,0,0,0,0,2,0,4784,5046,27,4883,5115,31,-99,-69,-4,0,2,0,0,3,1,5856,5371,31,6389,6922,34,-533,-1551,-3,0,2,1,1,5,1
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,100,Blue,team,,,Colossal Gaming,oe:team:35d740411d9f9072f939b1faf33a6e2,1,,Ambessa,Zaahen,Aatrox,Neeko,Nautilus,Jayce,Cho'Gath,Corki,Akali,Leona,2336,1,18,7,50,18,7,2,0,0,0,1,,,,0.4623,0.6421,0,4,1,4,1,0,0,3,0,1,0,,0,0,0,0,1,3,0,1,2,0,0,0,1,10,4,0,1,42,25,2,0,131362,3374.0240,,3821.6866,4089.6062,39458,125,3.2106,69,1.7723,31,389,9.9914,76485,51280,1317.1233,,66718,0.0240883,1.38,,1026,265,,,33.1592,17280,21429,379,16249,21015,369,1031,414,10,2,5,0,0,0,2,26286,33856,601,24349,32629,569,1937,1227,32,2,5,0,0,0,2,35604,45491,787,34362,45536,759,1242,-45,28,3,8,3,3,4,3,44982,56787,932,42529,53765,909,2453,3022,23,7,18,3,3,4,7
LOLTMNT05_171051,complete,,LIT,2026,Winter,0,2026-01-08 19:44:59,1,16.01,200,Red,team,,,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,0,,Sion,Ornn,Kai'Sa,Syndra,Aurora,K'Sante,Yunara,Xin Zhao,Orianna,Poppy,2336,0,7,18,16,7,18,0,0,0,0,0,,,,0.1798,0.6421,1,1,4,1,4,1,0,0,0,0,0,,0,0,1,1,0,0,3,0,0,2,0,0,0,4,10,1,0,25,42,0,2,119580,3071.4041,,3989.1781,3978.5959,20436,133,3.4161,56,1.4384,29,353,9.0668,67248,42043,1079.8716,,65130,-0.0240883,-1.38,,1051,233,,,32.9795,16249,21015,369,17280,21429,379,-1031,-414,-10,0,0,2,2,5,0,24349,32629,569,26286,33856,601,-1937,-1227,-32,0,0,2,2,5,0,34362,45536,759,35604,45491,787,-1242,45,-28,3,4,3,3,8,3,42529,53765,909,44982,56787,932,-2453,-3022,-23,3,4,7,7,18,3
LOLTMNT05_171066,complete,,LIT,2026,Winter,0,2026-01-09 17:09:20,1,16.01,1,Blue,top,APP,oe:player:0bdbb2c325525e986d55ef50ca66d05,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,1,Ambessa,Zoe,Sion,Jayce,Galio,Ahri,,,,,,1451,1,7,0,6,17,3,0,0,0,0,1,1,0,0,0.7030,0.8270,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,20661,854.3487,0.301115,951.7298,1143.1427,7698,10,0.4135,2,0.0827,4,29,1.1992,11407,8171,337.8773,0.229019,10430,,,207,203,4,,,8.5596,3971,5495,84,3262,4759,83,709,736,1,2,1,0,0,0,2,6911,9818,148,4569,6171,109,2342,3647,39,3,1,0,0,0,3,8740,12649,183,6173,9914,157,2567,2735,26,4,1,0,0,0,3,11407,15820,207,7000,11139,173,4407,4681,34,7,6,0,0,0,5
LOLTMNT05_171066,complete,,LIT,2026,Winter,0,2026-01-09 17:09:20,1,16.01,2,Blue,jng,adi1,oe:player:6b7ca7e0fcad1f113f17bc2d30adbf5,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,1,Jarvan IV,Zoe,Sion,Jayce,Galio,Ahri,,,,,,1451,1,3,0,11,17,3,0,0,0,0,0,0,0,0,0.7030,0.8270,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,0,11277,466.3129,0.164352,677.9462,1192.1433,1098,8,0.3308,11,0.4549,5,46,1.9021,11245,8009,331.1785,0.224479,9975,,,213,16,197,,,8.8077,4013,4615,91,3200,3620,64,813,995,27,1,1,0,0,0,0,6093,7201,134,4776,5477,90,1317,1724,44,1,3,0,1,0,1,8550,10520,190,6965,7849,124,1585,2671,66,1,3,0,2,0,2,11245,13536,213,7987,9233,143,3258,4303,70,3,11,0,2,0,4
LOLTMNT05_171066,complete,,LIT,2026,Winter,0,2026-01-09 17:09:20,1,16.01,3,Blue,mid,Vigil,oe:player:c08f75d1d70bf068013b32f60fe96a5,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,1,Ryze,Zoe,Sion,Jayce,Galio,Ahri,,,,,,1451,1,4,1,8,17,3,0,0,0,0,0,0,0,0,0.7030,0.8270,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,14922,617.0365,0.217474,554.1006,401.9297,13116,8,0.3308,2,0.0827,3,28,1.1578,11759,8523,352.4328,0.238885,10725,,,246,246,0,,,10.1723,3933,5608,106,3309,4923,91,624,685,15,0,2,0,0,0,1,6351,8651,166,5164,8077,154,1187,574,12,1,2,0,0,0,1,8498,11014,206,6579,10591,190,1919,423,16,2,2,1,0,1,2,11759,16042,246,7462,11465,208,4297,4577,38,4,8,1,0,1,4
LOLTMNT05_171066,complete,,LIT,2026,Winter,0,2026-01-09 17:09:20,1,16.01,4,Blue,bot,Tyrone,oe:player:34dd70244ef257a4b5f7df18076132b,HMBLE,oe:team:ede699f8c483a571a32fc493ce8c41e,1,Lucian,Zoe,Sion,Jayce,Galio,Ahri,,,,,,1451,1,2,0,6,17,3,0,0,0,0,0,0,0,0,0.7030,0.8270,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13331,551.2474,0.194287,256.8711,122.6878,5459,14,0.5789,5,0.2068,5,42,1.7367,10567,7331,303.1427,0.205476,9325,,,238,238,0,,,9.8415,3548,3956,101,3350,3642,85,198,314,16,0,0,0,0,0,0,5552,6545,150,5401,5625,133,151,920,17,0,0,0,0,0,0,7546,9218,203,7692,8199,184,-146,1019,19,0,0,0,1,0,0,10567,12461,238,8863,9574,212,1704,2887,26,2,6,0,1,0,2
